ticker,yfExchange,convertedExchange
AINFRA,BO,BOM
MCX,BO,BOM
21STCENMGM,NS,NSE
SHREERAMA,BO,BOM
GKB,BO,BOM
TTML,NS,NSE
RHIM,NS,NSE
HARLETH,BO,BOM
JAGAJITIND,BO,BOM
KIRLOSIND,NS,NSE
SADBHIN,BO,BOM
INDHOTEL,BO,BOM
REXNORD,BO,BOM
SANCTRN,BO,BOM
JMA,NS,NSE
TRACXN,NS,NSE
BCLIND,NS,NSE
HAPPSTMNDS,NS,NSE
GUJGASLTD,NS,NSE
HONDAPOWER,BO,BOM
FLUOROCHEM,NS,NSE
EIHAHOTELS,NS,NSE
IPCALAB,NS,NSE
KCPSUGIND,NS,NSE
SMRUTHIORG,BO,BOM
INDHOTEL,NS,NSE
ZENTEC,BO,BOM
LEHAR,BO,BOM
HEADSUP,NS,NSE
MPSLTD,NS,NSE
GOCLCORP,BO,BOM
NXTDIGITAL,NS,NSE
ARIHANTCAP,NS,NSE
SHILPAMED,NS,NSE
TWL,BO,BOM
WALLFORT,BO,BOM
JITFINFRA,BO,BOM
INDOTECH,BO,BOM
MAHEPC,NS,NSE
MARICO,BO,BOM
CENTENKA,NS,NSE
ELIN,NS,NSE
TTML,BO,BOM
ALLSEC,NS,NSE
CHENNPETRO,BO,BOM
INDNIPPON,NS,NSE
MOIL,BO,BOM
WEBELSOLAR,NS,NSE
TANLA,BO,BOM
BANG,NS,NSE
RTNINDIA,NS,NSE
JOSTS,BO,BOM
ENIL,BO,BOM
RPOWER,BO,BOM
CORALAB,BO,BOM
XCHANGING,NS,NSE
HARDWYN,NS,NSE
GSFC,BO,BOM
ALBERTDA,BO,BOM
IDEA,NS,NSE
ESTER,BO,BOM
NYKAA,NS,NSE
ALKALI,BO,BOM
ALOKINDS,NS,NSE
PEL,BO,BOM
COCHMAL,BO,BOM
NEELKAN,BO,BOM
VARDMNPOLY,NS,NSE
PFC,NS,NSE
IDFC,NS,NSE
BAJAJCON,NS,NSE
TRIVENI,NS,NSE
TRIVENI,BO,BOM
QUICKHEAL,NS,NSE
NAVINFLUOR,NS,NSE
MAHLOG,BO,BOM
AGRITECH,BO,BOM
IIFL,NS,NSE
TASTYBITE,NS,NSE
ECLERX,BO,BOM
ALPHAGEO,NS,NSE
NARMADA,NS,NSE
GMM,BO,BOM
FACORALL,BO,BOM
BHAGYANGR,NS,NSE
SUDARSCHEM,NS,NSE
PANACEABIO,NS,NSE
PANACEABIO,BO,BOM
SPMLINFRA,NS,NSE
PREMIERPOL,NS,NSE
KKALPANAIND,BO,BOM
TCNSBRANDS,NS,NSE
DABUR,NS,NSE
RBLBANK,NS,NSE
BINDALAGRO,BO,BOM
BEML,BO,BOM
DABUR,BO,BOM
GSLSEC,BO,BOM
MANCREDIT,BO,BOM
VENUSREM,BO,BOM
KAKATCEM,BO,BOM
AHLUCONT,NS,NSE
SOFTTECH,NS,NSE
MISHTANN,BO,BOM
CANBK,NS,NSE
RITES,NS,NSE
JPASSOCIAT,NS,NSE
MADRASFERT,BO,BOM
COMSYN,BO,BOM
JETAIRWAYS,BO,BOM
GNRL,BO,BOM
TATASTLLP,NS,NSE
OAL,NS,NSE
TINPLATE,BO,BOM
DELTAMAGNT,BO,BOM
RSWM,NS,NSE
SHAHALLOYS,BO,BOM
ARROWGREEN,BO,BOM
MFSL,BO,BOM
MANGALAM,BO,BOM
CATVISION,BO,BOM
PFC,BO,BOM
MPL,BO,BOM
EXIDEIND,BO,BOM
BABA,BO,BOM
SPORTKING,NS,NSE
CHEVIOT,NS,NSE
SIRCA,NS,NSE
SUMICHEM,NS,NSE
ARFIN,BO,BOM
SILVERTUC,NS,NSE
CAPTRUST,NS,NSE
MFSL,NS,NSE
ONMOBILE,BO,BOM
ACCELYA,NS,NSE
SUPERSPIN,BO,BOM
SPIC,NS,NSE
TITANBIO,BO,BOM
SULA,NS,NSE
RKFORGE,NS,NSE
DBL,BO,BOM
RKFORGE,BO,BOM
PTC,BO,BOM
IDFC,BO,BOM
MARICO,NS,NSE
HINDCON,NS,NSE
BALAMINES,BO,BOM
APOLLOPIPES,BO,BOM
DHPIND,BO,BOM
SCFL,BO,BOM
KCP,BO,BOM
SOVERDIA,BO,BOM
TVTODAY,BO,BOM
MPSLTD,BO,BOM
WEL,NS,NSE
GMMPFAUDLR,NS,NSE
CAPLIPOINT,NS,NSE
ADROITINFO,NS,NSE
IRBINVIT,BO,BOM
JAYBARMARU,NS,NSE
SSWL,BO,BOM
MKEXIM,BO,BOM
PANAENERG,BO,BOM
TRF,NS,NSE
STEELXIND,NS,NSE
GOODYEAR,NS,NSE
SRF,NS,NSE
BYKE,NS,NSE
ITL,BO,BOM
IDFCFIRSTB,NS,NSE
CUBEXTUB,NS,NSE
MODINATUR,BO,BOM
RGL,NS,NSE
PHARMAID,BO,BOM
COMPUSOFT,BO,BOM
MUKANDLTD,BO,BOM
CUB,NS,NSE
CUB,BO,BOM
NAVINFLUOR,BO,BOM
GRAVITA,NS,NSE
MAZDOCK,NS,NSE
SECURCRED,NS,NSE
SRF,BO,BOM
GANESHBE,NS,NSE
SCANSTL,BO,BOM
BANCOINDIA,BO,BOM
LTIM,NS,NSE
PFIZER,NS,NSE
ACC,BO,BOM
ICRA,BO,BOM
MAYURUNIQ,NS,NSE
GARNETINT,BO,BOM
SCHAEFFLER,BO,BOM
TINPLATE,NS,NSE
SUZLON,NS,NSE
CANBK,BO,BOM
INDNIPPON,BO,BOM
PEL,NS,NSE
VIPULLTD,NS,NSE
ORCHIDPHAR,BO,BOM
KAYA,NS,NSE
INFY,BO,BOM
TWL,NS,NSE
ASTRAL,NS,NSE
JCHAC,BO,BOM
INFY,NS,NSE
ENVAIREL,BO,BOM
DAICHI,BO,BOM
RHL,NS,NSE
MIRCELECTR,BO,BOM
BSHSL,NS,NSE
STARPAPER,NS,NSE
JINDALSTEL,BO,BOM
ELDEHSG,BO,BOM
CUBEXTUB,BO,BOM
GUJCOTEX,BO,BOM
NEULANDLAB,NS,NSE
NEULANDLAB,BO,BOM
KAKATCEM,NS,NSE
PILITA,NS,NSE
PRITHVIEXCH,BO,BOM
BGRENERGY,NS,NSE
PODDARMENT,NS,NSE
SHYMINV,BO,BOM
IFGLEXPOR,NS,NSE
TIDEWATER,BO,BOM
SEAMECLTD,BO,BOM
EXIDEIND,NS,NSE
TTL,BO,BOM
JAGRAN,NS,NSE
GOLECHA,BO,BOM
SHALPAINTS,BO,BOM
AKSHOPTFBR,NS,NSE
RUCHIRA,NS,NSE
ASTRAL,BO,BOM
AKSHOPTFBR,BO,BOM
APOLLOPIPE,NS,NSE
BALPHARMA,NS,NSE
RELCAPITAL,NS,NSE
BHARATAGRI,BO,BOM
PERSISTENT,BO,BOM
DUCON,BO,BOM
LUMAXIND,NS,NSE
KRISHANA,NS,NSE
SCHAEFFLER,NS,NSE
SUPTANERY,BO,BOM
PGHH,BO,BOM
AAREYDRUGS,NS,NSE
GSFC,NS,NSE
MAYURUNIQ,BO,BOM
JCHAC,NS,NSE
RSWM,BO,BOM
RAJGLOWIR,BO,BOM
SHARDAMOTR,NS,NSE
ACEMEN,BO,BOM
SHYAMCENT,NS,NSE
PARACABLES,NS,NSE
RPIL,BO,BOM
BLSINFOTE,BO,BOM
VENUSPIPES,NS,NSE
MAHSCOOTER,NS,NSE
CYBERTECH,BO,BOM
BVCL,BO,BOM
CENTRUM,NS,NSE
WARRENTEA,BO,BOM
TGVSL,BO,BOM
ISTRNETWK,BO,BOM
PGHH,NS,NSE
AMCOIND,BO,BOM
ALOKTEXT,BO,BOM
MTNL,NS,NSE
JITFINFRA,NS,NSE
INDORAMA,BO,BOM
TIDEWATER,NS,NSE
DBL,NS,NSE
LIBERTSHOE,NS,NSE
KCPSUGIND,BO,BOM
PMCFIN,BO,BOM
LIKHITHA,NS,NSE
SPIC,BO,BOM
UJAAS,BO,BOM
ECLERX,NS,NSE
THEMISMED,NS,NSE
TANFACIND,BO,BOM
AIMCOPEST,BO,BOM
PORWAL,BO,BOM
HUBTOWN,NS,NSE
PERSISTENT,NS,NSE
NURECA,NS,NSE
JAMESWARREN,BO,BOM
JINDALSTEL,NS,NSE
PODARPIGQ,BO,BOM
RAMCOCEM,NS,NSE
WELENT,NS,NSE
FINOPB,NS,NSE
CENTEXT,NS,NSE
DELTA,BO,BOM
VENUSREM,NS,NSE
BIRLAMONEY,NS,NSE
LATIMMETAL,BO,BOM
SAMTEX,BO,BOM
ASALCBR,BO,BOM
ZUARIIND,NS,NSE
ALLSEC,BO,BOM
BRNL,BO,BOM
HIRECT,NS,NSE
MOLDTKPAC,NS,NSE
NCLIND,NS,NSE
LAURUSLABS,NS,NSE
ORIENTHOT,NS,NSE
PICCADIL,BO,BOM
PFIZER,BO,BOM
VIDHIING,BO,BOM
MOKSH,NS,NSE
RENUKA,BO,BOM
PANCHMAHQ,BO,BOM
UTTAMSUGAR,BO,BOM
CENTENKA,BO,BOM
ACC,NS,NSE
INTLCOMBQ,BO,BOM
MTNL,BO,BOM
MBLINFRA,BO,BOM
IRISDOREME,NS,NSE
DYNAVSN,BO,BOM
KESARENT,BO,BOM
INDOBORAX,NS,NSE
SADBHAV,BO,BOM
JSWISPL,NS,NSE
CHENFERRO,BO,BOM
UCALFUEL,BO,BOM
RENUKA,NS,NSE
NAGAFERT,NS,NSE
BIOFILCHEM,NS,NSE
SAMRATPH,BO,BOM
MANAKSIA,NS,NSE
KMCSHIL,BO,BOM
MOIL,NS,NSE
SHREERAMA,NS,NSE
ROUTE,NS,NSE
AARTISURF,NS,NSE
ASIANHOTNR,BO,BOM
TRANSCOR,BO,BOM
DSINVEST,BO,BOM
NAVKARCORP,NS,NSE
ONMOBILE,NS,NSE
FMGOETZE,BO,BOM
IFBIND,BO,BOM
AAIL,BO,BOM
SUNDARAM,BO,BOM
JAYAGROGN,NS,NSE
TEXMOPIPES,NS,NSE
SSWL,NS,NSE
AGRITECH,NS,NSE
JKCEMENT,NS,NSE
IFCI,NS,NSE
PCS,BO,BOM
FORTIS,BO,BOM
ZENSARTECH,NS,NSE
ADVANIHOTR,NS,NSE
SUPREMEINF,NS,NSE
UFO,BO,BOM
SADHNANIQ,BO,BOM
COSYN,BO,BOM
INDOTECH,NS,NSE
SPECIALITY,BO,BOM
LT,NS,NSE
BPL,NS,NSE
SNOWMAN,NS,NSE
ASALCBR,NS,NSE
SUNPHARMA,BO,BOM
POEL,BO,BOM
SPLPETRO,NS,NSE
ORIENTLTD,NS,NSE
GUJAPOLLO,NS,NSE
AHLADA,NS,NSE
NEOINFRA,BO,BOM
GRAVITA,BO,BOM
FORTIS,NS,NSE
JKTYRE,NS,NSE
BSOFT,NS,NSE
HIGHENE,BO,BOM
SUPERHOUSE,NS,NSE
BOROLTD,NS,NSE
IFBIND,NS,NSE
RAMCOCEM,BO,BOM
UNOMINDA,NS,NSE
THEMISMED,BO,BOM
EROSMEDIA,NS,NSE
CORDSCABLE,NS,NSE
POLYCAB,NS,NSE
RVHL,NS,NSE
BLACKROSE,BO,BOM
RISHILASE,BO,BOM
TIMEX,BO,BOM
NH,NS,NSE
PBMPOLY,BO,BOM
SOUTHWEST,NS,NSE
VASWANI,BO,BOM
ZOTA,NS,NSE
WELENT,BO,BOM
ASAL,BO,BOM
GOODYEAR,BO,BOM
RBL,BO,BOM
GANESHBE,BO,BOM
DNAMEDIA,BO,BOM
SUNPHARMA,NS,NSE
RECLTD,NS,NSE
ACCELYA,BO,BOM
BSE,NS,NSE
HCL-INSYS,NS,NSE
ZSARACOM,BO,BOM
BOMDYEING,BO,BOM
AWL,NS,NSE
GTL,BO,BOM
TATVA,NS,NSE
SANDESH,NS,NSE
MAHSCOOTER,BO,BOM
GATI,NS,NSE
AIROLAM,NS,NSE
DANGEE,NS,NSE
ASHOKALC,BO,BOM
MIRCELECTR,NS,NSE
PIIND,NS,NSE
PARADEEP,NS,NSE
SPELS,BO,BOM
SHRGLTR,BO,BOM
BANARBEADS,BO,BOM
GTNINDS,BO,BOM
ASAL,NS,NSE
UNITEDPOLY,NS,NSE
AUTOAXLES,BO,BOM
AUTOAXLES,NS,NSE
APEX,NS,NSE
ESSARSHPNG,BO,BOM
RESPONIND,NS,NSE
NH,BO,BOM
TIL,BO,BOM
NAVKARCORP,BO,BOM
VAISHALI,NS,NSE
ROSSELLIND,NS,NSE
EIHOTEL,BO,BOM
RECLTD,BO,BOM
KFBL,BO,BOM
RADICO,BO,BOM
MARSHALL,NS,NSE
NHPC,NS,NSE
RAJRATAN,NS,NSE
GREENPOWER,BO,BOM
LUMAXTECH,BO,BOM
MMTC,NS,NSE
KHAITANLTD,BO,BOM
ZENSARTECH,BO,BOM
UCALFUEL,NS,NSE
SYNCOMF,BO,BOM
TOKYOPLAST,NS,NSE
LAMBODHARA,NS,NSE
SAIL,BO,BOM
VIMTALABS,NS,NSE
LOVABLE,NS,NSE
TATASTEEL,BO,BOM
PIONRINV,BO,BOM
ORIENTCEM,BO,BOM
ANUHPHR,BO,BOM
BBL,BO,BOM
PRITIKAUTO,BO,BOM
RBL,NS,NSE
SCHAND,NS,NSE
MAHAPEXLTD,NS,NSE
GOCOLORS,NS,NSE
DENORA,BO,BOM
CAPPL,BO,BOM
AURUM,NS,NSE
FIEMIND,BO,BOM
MHRIL,BO,BOM
SUPERHOUSE,BO,BOM
PVR,NS,NSE
BGWTATO,BO,BOM
TVSSRICHAK,NS,NSE
ARENTERP,NS,NSE
AETHER,NS,NSE
GPTINFRA,NS,NSE
LT,BO,BOM
SAIL,NS,NSE
SURYALAXMI,BO,BOM
ISHITADR,BO,BOM
BODALCHEM,NS,NSE
DEEPAKFERT,BO,BOM
GUJALKALI,BO,BOM
PIIND,BO,BOM
GBFL,BO,BOM
PVR,BO,BOM
JYOTISTRUC,BO,BOM
GATI,BO,BOM
ALFREDHE,BO,BOM
ZEAL,BO,BOM
HITECHCORP,NS,NSE
MOLDTKPAC,BO,BOM
MRF,NS,NSE
SNOWMAN,BO,BOM
STARCEMENT,NS,NSE
RADICO,NS,NSE
BAJAJHLDNG,BO,BOM
LOVABLE,BO,BOM
TATASTEEL,NS,NSE
PAR,NS,NSE
THYROCARE,BO,BOM
CROWN,NS,NSE
TEXINFRA,NS,NSE
RNBDENIMS,BO,BOM
PTC,NS,NSE
MUKANDLTD,NS,NSE
RELIABVEN,BO,BOM
NAGARFERT,BO,BOM
ARVINDFASN,NS,NSE
JKCEMENT,BO,BOM
SPORTKING,BO,BOM
SHBCLQ,BO,BOM
LIBERTSHOE,BO,BOM
NEWLIGHT,BO,BOM
DIXON,BO,BOM
STANROS,BO,BOM
GUFICBIO,BO,BOM
BESTAGRO,NS,NSE
UMESLTD,BO,BOM
AKSHARCHEM,NS,NSE
IFCI,BO,BOM
URJAGLOBA,BO,BOM
IIFL,BO,BOM
ABAN,NS,NSE
AMARJOTHI,BO,BOM
GOTHIPL,BO,BOM
LAMBODHARA,BO,BOM
MANGCHEFER,NS,NSE
KIRLPNU,BO,BOM
ASMTEC,BO,BOM
WSI,NS,NSE
BIOFILCHEM,BO,BOM
SBIN,BO,BOM
RAMCOSYS,NS,NSE
NCLIND,BO,BOM
MAXHEALTH,NS,NSE
KALYANKJIL,NS,NSE
STARCEMENT,BO,BOM
GUFICBIO,NS,NSE
DAAWAT,BO,BOM
FORINTL,BO,BOM
HITECHGEAR,NS,NSE
MANGCHEFER,BO,BOM
TEMBO,NS,NSE
DIXON,NS,NSE
TATAMETALI,NS,NSE
BINDALAGRO,NS,NSE
STARPAPER,BO,BOM
THYROCARE,NS,NSE
BASML,NS,NSE
SBIN,NS,NSE
TVSSRICHAK,BO,BOM
HCL-INSYS,BO,BOM
HFCL,NS,NSE
NIKHILAD,BO,BOM
KECL,NS,NSE
WINDLAS,NS,NSE
MRF,BO,BOM
BLBLIMITED,BO,BOM
MARALOVER,BO,BOM
MASFIN,NS,NSE
PGFOILQ,BO,BOM
FMGOETZE,NS,NSE
VAARAD,BO,BOM
SPLIL,BO,BOM
KAMAHOLD,BO,BOM
HEROMOTOCO,NS,NSE
ROSSELLIND,BO,BOM
EVERESTIND,NS,NSE
HOMEFIRST,NS,NSE
LAURUSLABS,BO,BOM
ADANIENT,NS,NSE
AJANTSOY,BO,BOM
LASA,NS,NSE
ECORECO,BO,BOM
NHPC,BO,BOM
BAJAJHLDNG,NS,NSE
SANDESH,BO,BOM
CORNE,BO,BOM
BHANDHOS,BO,BOM
FMNL,BO,BOM
THEBYKE,BO,BOM
CGCL,NS,NSE
ANURAS,NS,NSE
GLOBAL,NS,NSE
OPTIEMUS,BO,BOM
ORIENTABRA,NS,NSE
AXTEL,BO,BOM
MONARCH,NS,NSE
VAIBHAVGBL,NS,NSE
BANSWRAS,BO,BOM
OILCOUNTUB,BO,BOM
DHUNINV,BO,BOM
SALORAINTL,BO,BOM
TECHM,BO,BOM
PARACABLES,BO,BOM
INDIAMART,NS,NSE
CSLFINANCE,BO,BOM
PANCARBON,BO,BOM
GEOJITFSL,BO,BOM
MOLDTECH,NS,NSE
MMP,NS,NSE
KIRLOSENG,BO,BOM
ARIHCAPM,BO,BOM
KAYA,BO,BOM
SYNGENE,NS,NSE
KECL,BO,BOM
RKDL,BO,BOM
POLYPLEX,BO,BOM
SHISHIND,BO,BOM
KEERTHI,BO,BOM
PILANIINVS,NS,NSE
ROLEXRINGS,NS,NSE
BHATIA,BO,BOM
SYNGENE,BO,BOM
CGCL,BO,BOM
FILATFASH,BO,BOM
MSTCLTD,NS,NSE
CAMPUS,NS,NSE
TALBROAUTO,NS,NSE
TREJHARA,NS,NSE
ALPA,NS,NSE
SPENCERS,NS,NSE
LUMAXIND,BO,BOM
THOMASCOOK,BO,BOM
LASA,BO,BOM
RAMAVISION,BO,BOM
ADANIENT,BO,BOM
KIRLOSIND,BO,BOM
REMSONSIND,BO,BOM
CHANDRAP,BO,BOM
TECHM,NS,NSE
TITAN,BO,BOM
BATAINDIA,BO,BOM
IRFC,NS,NSE
CLEAN,NS,NSE
LYKALABS,BO,BOM
CCL,BO,BOM
CIGNITI,BO,BOM
BGRENERGY,BO,BOM
SAMYAKINT,BO,BOM
DENORA,NS,NSE
ORIENTCQ,BO,BOM
INVPRECQ,BO,BOM
HLEGLAS,NS,NSE
PLASTIBLEN,BO,BOM
CANTABIL,NS,NSE
NILACHAL,BO,BOM
HISARMETAL,NS,NSE
HEMANG,BO,BOM
CELEBRITY,BO,BOM
PRINCEPIPE,NS,NSE
APLAPOLLO,BO,BOM
TIIL,BO,BOM
DICIND,BO,BOM
MADRASFERT,NS,NSE
DHANROTO,BO,BOM
PUNJCOMMU,BO,BOM
ISFT,BO,BOM
SUPREME,BO,BOM
GRAPHITE,NS,NSE
MHLXMIRU,NS,NSE
NSIL,BO,BOM
MULTIBASE,BO,BOM
HEROMOTOCO,BO,BOM
SIGNETIND,BO,BOM
ATVPR,BO,BOM
VENKYS,BO,BOM
JSWHL,NS,NSE
GREENPLY,BO,BOM
LINKPH,BO,BOM
PRAJIND,BO,BOM
GUJALKALI,NS,NSE
SHANKARA,NS,NSE
ALEXANDER,BO,BOM
APLAPOLLO,NS,NSE
BALPHARMA,BO,BOM
INDRAMEDCO,NS,NSE
ABCAPITAL,BO,BOM
BOMDYEING,NS,NSE
BATAINDIA,NS,NSE
VMART,NS,NSE
NSIL,NS,NSE
BBL,NS,NSE
AJMERA,NS,NSE
POLYPLEX,NS,NSE
BASANTGL,BO,BOM
CINELINE,NS,NSE
IZMO,NS,NSE
20MICRONS,BO,BOM
TIMKEN,NS,NSE
TEXINFRA,BO,BOM
TITAN,NS,NSE
GRAPHITE,BO,BOM
SAREGAMA,NS,NSE
HEXATRADEX,NS,NSE
HBSL,NS,NSE
SEIL,BO,BOM
KRYPTONQ,BO,BOM
INDIANACRY,BO,BOM
GROVY,BO,BOM
SCHAND,BO,BOM
MONARCH,BO,BOM
AVL,BO,BOM
ORICON,BO,BOM
PGEL,NS,NSE
MNKALCOLTD,BO,BOM
PDSL,NS,NSE
TALBROAUTO,BO,BOM
GARWSYN,BO,BOM
KITEX,NS,NSE
KINGFA,NS,NSE
ADANIGREEN,NS,NSE
UNIVPHOTO,NS,NSE
DIANATEA,BO,BOM
GLOBALVECT,NS,NSE
DBCORP,BO,BOM
SUVENPHAR,NS,NSE
CARERATING,BO,BOM
IFBAGRO,BO,BOM
PRAJIND,NS,NSE
LUMAXTECH,NS,NSE
RATHIBAR,BO,BOM
ZODIACLOTH,BO,BOM
TOKYOFIN,BO,BOM
PAISALO,BO,BOM
AARVI,NS,NSE
KOTHARIPET,NS,NSE
DCM,NS,NSE
VIMTALABS,BO,BOM
SARTHAKIND,BO,BOM
FLEXFO,BO,BOM
UBL,NS,NSE
SMLISUZU,NS,NSE
KKCL,BO,BOM
MAJESAUT,BO,BOM
CIGNITITEC,NS,NSE
COROMANDEL,BO,BOM
DEEPAKFERT,NS,NSE
JKPAPER,NS,NSE
JKPAPER,BO,BOM
ALPA,BO,BOM
RDBRL,BO,BOM
HCLTECH,NS,NSE
TATAMETALI,BO,BOM
SILINV,NS,NSE
ASIANHOTNR,NS,NSE
PTCIL,BO,BOM
POONAWALLA,NS,NSE
TNPETRO,NS,NSE
HCLTECH,BO,BOM
HFCL,BO,BOM
EIMCOELECO,BO,BOM
POLYMAC,BO,BOM
GENUSPOWER,NS,NSE
ATULAUTO,BO,BOM
SCHNEIDER,BO,BOM
CORDSCABLE,BO,BOM
PAGEIND,NS,NSE
CENTRUM,BO,BOM
AJMERA,BO,BOM
HESTERBIO,BO,BOM
HINDCOPPER,NS,NSE
HINDCOPPER,BO,BOM
MAXHEIGHTS,BO,BOM
KSL,BO,BOM
DBCORP,NS,NSE
VAMSHIRU,BO,BOM
CANTABIL,BO,BOM
AVANTI,BO,BOM
SANGAMIND,NS,NSE
JSWSTEEL,NS,NSE
CCL,NS,NSE
GUJINTRX,BO,BOM
CORALFINAC,BO,BOM
E2E,NS,NSE
ULTRAMAR,BO,BOM
JSWSTEEL,BO,BOM
GULFPETRO,BO,BOM
AVANTIFEED,NS,NSE
GRWRHITECH,NS,NSE
NELCO,BO,BOM
MIDHANI,NS,NSE
KINGFA,BO,BOM
KGPETRO,BO,BOM
KICL,NS,NSE
GENUSPOWER,BO,BOM
NOCIL,NS,NSE
BOMBCYC,BO,BOM
LINDEINDIA,BO,BOM
SUNTECK,BO,BOM
KOKUYOCMLN,BO,BOM
STYRENIX,NS,NSE
SMLISUZU,BO,BOM
PILANIINVS,BO,BOM
PIFL,BO,BOM
FUTURSEC,BO,BOM
NCCBLUE,BO,BOM
JPTSEC,BO,BOM
SABOOBR,BO,BOM
CISTRO,BO,BOM
GOENKA,BO,BOM
SPSINT,BO,BOM
MELSTAR,BO,BOM
JBFIND,BO,BOM
KHYATI,BO,BOM
SAPL,BO,BOM
VAXHS,BO,BOM
KJMCCORP,BO,BOM
FEL,BO,BOM
LIPPISYS,BO,BOM
DHENUBUILD,BO,BOM
PARSHWANA,BO,BOM
COVIDH,BO,BOM
GAYAPROJ,BO,BOM
BPCAP,BO,BOM
KIRANPR,BO,BOM
SANWARIA,BO,BOM
OMANSH,BO,BOM
KLGCAP,BO,BOM
PATIDAR,BO,BOM
RAJPUTANA,BO,BOM
BERYLSE,BO,BOM
HISARSP,BO,BOM
CIANAGRO,BO,BOM
MANJEERA,BO,BOM
ROLCOEN,BO,BOM
ALCHCORP,BO,BOM
GOVNOW,BO,BOM
JAMSHRI,BO,BOM
JAMSHRI,BO,BOM
HISARSP,BO,BOM
BERYLSE,BO,BOM
MISHKA,BO,BOM
FISCHER,BO,BOM
FRONTCORP,BO,BOM
SIEL,BO,BOM
MILLENNIUM,BO,BOM
APIL,BO,BOM
SINTEXPLAST,BO,BOM
ERPSOFT,BO,BOM
INTRGLB,BO,BOM
SHAHFOOD,BO,BOM
GAYATRI,BO,BOM
JYOTI,BO,BOM
ORTEL,NS,NSE
AJRINFRA,NS,NSE
FELDVR,NS,NSE
RHFL,NS,NSE
PREMIER,NS,NSE
VIVIDHA,NS,NSE
EASTSILK,NS,NSE
MOHOTAIND,NS,NSE
ZDHJERK,BO,BOM
NATHUEC,BO,BOM
VJTFEDU,BO,BOM
B2BSOFT,BO,BOM
ADORMUL,BO,BOM
PBAINFRA,BO,BOM
IBRIGST,BO,BOM
ACML,BO,BOM
HITECHGEAR,BO,BOM
NOCIL,BO,BOM
SREINFRA,NS,NSE
FEL,NS,NSE
HDIL,NS,NSE
UMESLTD,NS,NSE
MADHUCON,NS,NSE
SWORDEDGE,BO,BOM
MAHALXSE,BO,BOM
TCIFINANCE,NS,NSE
TECHIN,NS,NSE
GTL,NS,NSE
URJA,NS,NSE
HINDMOTORS,NS,NSE
RCOM,NS,NSE
BHANDARI,NS,NSE
PRIMESECU,NS,NSE
EVERTEX,BO,BOM
JIGAR,BO,BOM
WELLNESS,BO,BOM
SUMEETINDS,BO,BOM
NNTL,BO,BOM
PADMAIND,BO,BOM
THIRDFIN,BO,BOM
SPYL,BO,BOM
VIVIMEDLAB,BO,BOM
DECPO,BO,BOM
PRATIK,BO,BOM
STARLITE,BO,BOM
TNSTLTU,BO,BOM
MPCOSEMB,BO,BOM
DOLPHMED,BO,BOM
FIVEXTRADE,BO,BOM
SML,BO,BOM
AISHWARYA,BO,BOM
THAMBBI,BO,BOM
SREINFRA,BO,BOM
SHANTAI,BO,BOM
CHITRTX,BO,BOM
DIAMANT,BO,BOM
PFLINFOTC,BO,BOM
RAMSONS,BO,BOM
VANDANA,BO,BOM
SHYAMTEL,BO,BOM
VASINFRA,BO,BOM
RCOM,BO,BOM
EMAINDIA,BO,BOM
TECHNVISN,BO,BOM
KALYANIFRG,BO,BOM
DYNAMICP,BO,BOM
GOWRALE,BO,BOM
SSPNFIN,BO,BOM
CITYONLINE,BO,BOM
RAMAPETRO,BO,BOM
PHCAP,BO,BOM
GOLDCOINHF,BO,BOM
MAITRI,BO,BOM
MTEDUCARE,BO,BOM
NATNLSTEEL,BO,BOM
COSCO,BO,BOM
OCTAVE,BO,BOM
ZWELCAST,BO,BOM
TRINITYLEA,BO,BOM
JAYUSH,BO,BOM
SARLAPOLY,BO,BOM
ROLTA,BO,BOM
ALPSMOTOR,BO,BOM
MILESTONE,BO,BOM
LIBORDFIN,BO,BOM
COMPUSOFT,NS,NSE
HINDNATGLS,NS,NSE
BAGFILMS,NS,NSE
MSPL,NS,NSE
SARLAPOLY,BO,BOM
ALPSMOTOR,BO,BOM
MILESTONE,BO,BOM
LIBORDFIN,BO,BOM
ROLTA,BO,BOM
PDPL,NS,NSE
RAJVIR,NS,NSE
SPLIL,NS,NSE
BANKA,NS,NSE
VIKASLIFE,NS,NSE
STAMPEDE,NS,NSE
GAYAPROJ,NS,NSE
CARTRADE,NS,NSE
TANTIACONS,NS,NSE
SPTL,NS,NSE
ANKITMETAL,NS,NSE
GLITTEKG,BO,BOM
SANWARIA,NS,NSE
ZEELEARN,NS,NSE
TCI,NS,NSE
GOLDENCREST,BO,BOM
AML,BO,BOM
PRIMAIN,BO,BOM
1STCUS,BO,BOM
TWINSTAR,BO,BOM
STELLAR,BO,BOM
INDAGIV,BO,BOM
KLIFESTYL,BO,BOM
IPOWER,BO,BOM
SOLISMAR,BO,BOM
MAL,BO,BOM
KAPILRAJ,BO,BOM
UNISHIRE,BO,BOM
BGLOBAL,BO,BOM
MOHOTAIND,BO,BOM
BITL,BO,BOM
RAJSPTR,BO,BOM
PACT,BO,BOM
GOLDENTOBC,BO,BOM
ARSSINFRA,BO,BOM
DHRUVCA,BO,BOM
ANNAINFRA,BO,BOM
INTERDIGI,BO,BOM
GEETANJ,BO,BOM
INDLMETER,BO,BOM
ASIAPAK,BO,BOM
STEP2COR,BO,BOM
UNITEDINT,BO,BOM
